id,created,text,lat,long,category
708725286850809000,3/12/2016 18:44,21:43 The transport sector is like a market place with mad people.https://t.co/14BfcDT1Mv  https://t.co/Xmf5WZd9YH via @george_rama,0,0,NONE
708725203434475000,3/12/2016 18:43,21:43 Commuters and drivers just stick to Mombasa road...South B is a no go zone via @UnderscoreBrian,-1.37984,36.770279,NONE
708722811976568000,3/12/2016 18:34,"21:33 Be extremely careful in South B. Riots and gunshots, back route to shopping centre, Bad Bad News @crimewatch008 via @Maina_Kenneth",0,0,NONE
708721470499721000,3/12/2016 18:29,21:28 At Devki. Terrible traffic towards town. Kindly Whats up ahead @NPSOfficial_KE via @OscarKimani,0,0,NONE
708720296090574000,3/12/2016 18:24,21:23 Coming from #Greenpark-Msa rd and the jam is massive headed to namanga interchange via @chiiramartins,0,0,traffic
708717486275858000,3/12/2016 18:13,21:12 Terrible traffic inside Thika town. Cars cars everywhere! There's also a police che~more ⇢ https://t.co/1ARiTMY9dK via @MaggietheMezzo,0,0,NONE
708716855754555000,3/12/2016 18:10,21:10 I call all KE #KOT Kindly follow the link. Let us bring the grant home not China #NTVWild @calestous via @ThePigFarmerKE,0,0,NONE
708713667873734000,3/12/2016 17:58,20:57 It will take you one hour to just cross Msa rd atDevki not counting hours in traffic. via @ckathu,0,0,NONE
708713500596523000,3/12/2016 17:57,20:56 just overlapped and forced a car to go out of the road &amp; hit ~more ⇢ https://t.co/PRipEU5kQl https://t.co/cbVAtDeUro via @Dr_F_Francis,0,0,NONE
708710984114839000,3/12/2016 17:47,20:46 @pmmutsau Jam on msa rd to Simba Cement to Devki steel mill. Mad traffic. via @ckathu,-1.448988,36.970337,traffic
708710480907358000,3/12/2016 17:45,20:44 Jam Mombasa road from simba cement to namanga interchange via @pmmutsau,-1.448988,36.970337,traffic
708709977997717000,3/12/2016 17:43,20:42 @PoliceKE @EngBauer Police man Manning Devki junction has denied motorists access to Mombas~more ⇢ https://t.co/KoTpfK9B42 via @ckathu,-1.298857,36.762126,NONE
708709935366799000,3/12/2016 17:43,20:42 Solution need to found out cz athiriver junction traffic is becomingcrazy!! via @felix_kisoi,-1.298857,36.762126,NONE
708709934746087000,3/12/2016 17:43,"20:42 apart frm corruption leading in the wrld. Kenyan roads are the worst, jst horrible via @kanacess",0,0,NONE
708709306305130000,3/12/2016 17:40,20:40 Riots in South B as irate residents protests the death of a young woman who was being held at the AP camp in the area via @H_Ojay254,0,0,NONE
708708635874963000,3/12/2016 17:38,"20:37 hii barabara kutoka rounda ya kariobangi hadi mowlem. Inataka maombi, tht rd is in tatters. Its a dilema using it...woi! via @kanacess",-1.180448,36.939088,NONE
708707963641331000,3/12/2016 17:35,"20:34 ""Avoid southB shopping centre route into Bellevue, riots from the nearby slum "" via @Tomtechnique",0,0,NONE
708707879872692000,3/12/2016 17:35,20:34 Thika at standstill on Carissa road. What's happening? via @waithakaadv,0,0,NONE
708707418075566000,3/12/2016 17:33,20:32 that 'CD' people say it will stop you from being caught speedi~more ⇢ https://t.co/scKe2tNTiZ https://t.co/EUI8aO6Fi7 via @harryruttoh,0,0,NONE
708707293219565000,3/12/2016 17:32,20:32 Reason nobody has ever been arrested for robbing motorists held up in traffic jams on our roads. via @GMusamali,-1.330205,36.870268,traffic
708707251410722000,3/12/2016 17:32,"20:32 Jam mweda at athi river junction on Mombasa road.,stuck for 30 minutes via @iezrah",-1.298857,36.762126,traffic
708707167222632000,3/12/2016 17:32,20:31 @nbitrafficbot @Klaus254 the bumps before ruiru are causing all that mess via @Kmitchz,0,0,NONE
708706832684978000,3/12/2016 17:30,20:30 Security cameras in Nairobi are manned by bandits who operate in collusion with bandits who report to chief bandits. via @GMusamali,-1.330205,36.870268,NONE
708706831938363000,3/12/2016 17:30,20:30 traffic galore at Devki Msa rd Athiriver junction. 20 min and counting via @ckathu,-1.298857,36.762126,NONE
708706329003630000,3/12/2016 17:28,20:28 what's happening at the service lane just in front of TRM Its a parking lot via @sasha9041,-1.221192,36.889817,NONE
708705657780744000,3/12/2016 17:26,"20:25 Kidero wants Nairobians to feel like they are in Europe, esp London with those yel~more ⇢ https://t.co/qDk9cquOlA via @archangel_blanc",0,0,NONE
708705405266894000,3/12/2016 17:25,20:24 It's all clear on the Super Highway. Why can't the roads be like this every wkday? via @nancy_adhiambo,0,0,NONE
708703266620596000,3/12/2016 17:16,20:16 mombasa athi river area is a parking lot. God have mercy via @MuthamaTitus,0,0,NONE
708703016124219000,3/12/2016 17:15,"20:15 What's happening near Athi River???
Crazy traffic!! @PoliceKE via @EngBauer",0,0,NONE
708702805188431000,3/12/2016 17:14,20:14 Jam kuingia rongai noma sana via @Antibrown1,-1.180448,36.939088,traffic
708699533799071000,3/12/2016 17:01,"20:01 I pray oh Nairobians, that our traffic never reaches the chaotic levels I'm witnessing in K'la. Very poor driving habits via @fndaga",0,0,NONE
708699408846573000,3/12/2016 17:01,20:00 super highway jammed by folks getting back 2 nrb stretching btwn gwa kairo and ruiru via @mseenoma,0,0,traffic
708699407818956000,3/12/2016 17:01,20:00 roguedrivers  https://t.co/YJ7Ar4NleH via @vokeyz,0,0,NONE
708699324478132000,3/12/2016 17:01,20:00 chokea-block describes Msa-Road from Belle Vue headed into town! via @ThornMulli,0,0,NONE
708699240348852000,3/12/2016 17:00,20:00 chokea-block describes M-Road from Belle Vue headed into town! via @ThornMulli,0,0,NONE
708697687487418000,3/12/2016 16:54,"19:54 accident on thika rd towards town just before eastern bypass, use service lane frm zetech via @Klaus254",-1.249806,36.846795,accident
708697058803232000,3/12/2016 16:52,19:51 Aboard City to city n I'm loving it...makongeni- katitu not giving way to overlapppers~more ⇢ https://t.co/yKvRWPI0RT via @nakshmrembo,0,0,NONE
708696806637510000,3/12/2016 16:51,19:50 @MakANGamadRE makes one wonder how old Kencom house is @HistoryKe via @orokobernards,-1.285552,36.824971,NONE
708695885102784000,3/12/2016 16:47,19:46 kawangware rd needs reconstruction ^Mp Simba Arati..jam naivasha rd via kawangware via @Abubhakari,0,0,traffic
708694518879510000,3/12/2016 16:41,"19:41 Thika road from Zetech ruiru towards town iko nini uko mbele, theres mad traffic via @Klaus254",0,0,NONE
708692360578764000,3/12/2016 16:33,"19:32 Awesome "" 19:26 ... 1979: Kencom stage, Nairobi. via @HistoryKe""  https://t.co/Ler5DUYcSU via @MakANGamadRE",-1.285552,36.824971,NONE
708692025223225000,3/12/2016 16:32,19:31 how is the traffic situation at Machakos turnoff now? via @MuthamaTitus,0,0,NONE
708690893029580000,3/12/2016 16:27,19:27 @MainawaMaina these trucks tho  https://t.co/TwESqJO0hc via @kuregarega,-1.180448,36.939088,NONE
708690556633882000,3/12/2016 16:26,19:25 Waiyaki way Westlands all clear towards town via @nancy_adhiambo,0,0,NONE
708688836642021000,3/12/2016 16:19,19:18 Local residents at Mukuru slum currently demonstrating along Dunga Road next to Mater Hospital. via @ekkathenya,-1.180448,36.939088,NONE
708688376036102000,3/12/2016 16:17,19:17 Arwing kodhek towards valley arcade moving swiftly #ProjectX via @Abubhakari,-1.289948,36.769518,NONE
708687327552339000,3/12/2016 16:13,19:12 situation choke a block both sides of the divide.  https://t.co/82K5uw0Wa2 via @FrankKabogo,0,0,NONE
708686907341864000,3/12/2016 16:11,19:11 Arwings kodhek moving slowly slowly #ProjectX via @Abubhakari,0,0,NONE
708686362484944000,3/12/2016 16:09,19:09 Bumper to bumper  https://t.co/rqJgqLxx2j via @itsrigan,0,0,traffic
708686110998732000,3/12/2016 16:08,19:08 kaa una kuja ronga enda kanisa ama kwa bar jam niki bao  https://t.co/MA6b5L5bg5 via @itsrigan,-1.180448,36.939088,traffic
708685733221916000,3/12/2016 16:07,19:06 #whyfeministbutnotchauvinist Ngong road #kot via @accesscelebrit,0,0,NONE
708685607837405000,3/12/2016 16:06,19:06 what's up with traffic in athi river near KMC? We have been at~more ⇢ https://t.co/keCWqP21ee https://t.co/MHXAYCpTT3 via @FrankKabogo,0,0,NONE
708685146099032000,3/12/2016 16:04,19:04 Meanwhile  https://t.co/VvpOkyLYQj via @MainawaMaina,0,0,NONE
708684852925607000,3/12/2016 16:03,"19:03 My eyes have witnessed a drunk guy. Staggering to open his car, getting in a drive to the road. Lord protect us. via @bikers254",0,0,NONE
708684180981284000,3/12/2016 16:00,19:00 Who is cutting down the beautiful trees on Ngong Road? @KideroEvans @WALTERMONGARE?  https://t.co/2HWi5XTa67 via @Hersun10,0,0,NONE
708684139575123000,3/12/2016 16:00,19:00 Hey brothers for onather mother : jam kiboa mombasa road ! Mulolongo athi~river ni kunoma plz jipage via @makau600,-1.180448,36.939088,traffic
708683300517257000,3/12/2016 15:57,"18:56 Based with the Status of Taj mall being on Road reserve, if it will be pulled down,Will ~more ⇢ https://t.co/Hh2p5fw4b9 via @SamMacoha",0,0,NONE
708677639490252000,3/12/2016 15:34,"18:34 @kideroevans,@TransportKE,as a langata rd user,kwanini Sunshine sec schl,hawana parkin~more ⇢ https://t.co/B7vkgzQPvt via @nairobilord",0,0,NONE
708675708931846000,3/12/2016 15:27,18:26 a worker hit under transami footbridge. Jam already pilling on southern bypass via @jack33809528,-1.325562,36.897277,traffic
708675499224989000,3/12/2016 15:26,18:25 @Essykings Note that traffic on either side at Devki Junction is brought about by a give way crisis via @mmtisia,-1.298857,36.762126,NONE
708675373463044000,3/12/2016 15:25,18:25 Eastern bypass leo.... Salale. Jam packed from Thika Road all the way via @Were_KO,0,0,traffic
708674407997132000,3/12/2016 15:22,"18:21 some crazy guys in a mat ""pitsubishi"" on ngong rd. Apparently they think they own the road. via @collins_mugo",0,0,NONE
708674366230233000,3/12/2016 15:21,18:21 @Essykings My take is that diverting Athi River traffic to Namanga Rd will ease traffic ex~more ⇢ https://t.co/mOeVkwUF1x via @mmtisia,0,0,NONE
708673988642246000,3/12/2016 15:20,18:19 protests in south b over the killing of a lady  https://t.co/vXJvfvfPYT via @DSajidi,0,0,NONE
708672143110725000,3/12/2016 15:13,"18:12 Mombasa road outbound hakuna jam, at Nyayo round about small traffic as head to Nai, but moving. via @ShaddyElinga",-1.180448,36.939088,traffic
708672060541632000,3/12/2016 15:12,18:12 Seen on Kenyatta Ave. We complained about Ghana with typo errors. What happened to auto-correct  https://t.co/DdGHm5NvRl via @AntonnyK,0,0,NONE
708671933773033000,3/12/2016 15:12,"18:11 a while back inquired from @ntsa_kenya a ""hotline"" phone namba or alternative contact to~more ⇢ https://t.co/OP2i7WsTEp via @MLAnyanda",0,0,NONE
708666061214732000,3/12/2016 14:48,17:48 some of these ummoinner Kayole and Komarock matatu's proving @ntsa_kenya's impotence by retaining noisy exhausts.... via @MLAnyanda,0,0,NONE
708665935314354000,3/12/2016 14:48,"17:47 Langata road mambo ni swagi ni kuteremka kama ugali na mrenda, jamless via @ShaddyElinga",-1.180448,36.939088,traffic
708664970741817000,3/12/2016 14:44,17:44 A matatu KCG 448P belonging to #Ummoinner being driven carelessly on Jogoo Road . @ntsa_kenya. via @Asamoh_,0,0,NONE
708664676737900000,3/12/2016 14:43,"17:42 athi river ni kubaya,what's not happening?  https://t.co/H9T5U2LNh9 via @onyixfredrick",-1.180448,36.939088,NONE
708663754456567000,3/12/2016 14:39,17:39 Accident at Westlands roundabout. Police on scene. Traffic moving slowly  https://t.co/1ayR0OnX7J via @mkaloki,-1.2647841,36.8018174,accident
708662999234404000,3/12/2016 14:36,"17:36 NTSA are not playing today on Thika road today.
You better behave. via @Czaer_",0,0,NONE
708661908929323000,3/12/2016 14:32,17:31 @ntsa_kenya Who told this matatus that we need them to provide us with music????? via @Kim_Mbugua,0,0,NONE
708659979029323000,3/12/2016 14:24,17:24 The trees on Ngong road opposite Coptic Hospital have been cut down! via @Trysh11,0,0,NONE
708659182329733000,3/12/2016 14:21,17:21 #IDontCareEvenIfYou get stuck in the jam for Hours in Mombasa Road via @SirJackOfficial,0,0,traffic
708658384812187000,3/12/2016 14:18,17:17 Are guys headed or are already at #ProjectX ? CBD haina watu. Some streets are barely empty via @CHR_FredWambua,0,0,NONE
708658175231135000,3/12/2016 14:17,17:17 Athi river to Nrb is a nightmare.  https://t.co/laQc8SXb3J via @PeterWachira,0,0,NONE
708658092381069000,3/12/2016 14:17,17:16 Mbagathi way to T-mall crazy  https://t.co/p2tWuZ55tN via @loice_ako,0,0,NONE
708657379085168000,3/12/2016 14:14,17:13 @magnateventure1 can u guys fix ths? At msa rd near belleview @kenyapower0  https://t.co/MAXnuB5UxL via @danpetlev1,0,0,NONE
708656709829414000,3/12/2016 14:11,17:11 Kudos to pple of Githurai!! @ntsa_kenya your either doing nothing or need to do more.  https://t.co/UoLCRsP1Bi via @KateNdungu,-1.180448,36.939088,NONE
708656708139102000,3/12/2016 14:11,17:11 Mombasa road getting to Athi River!  https://t.co/FB5V2tkXvG via @AEMuhindi,0,0,NONE
708656456665604000,3/12/2016 14:10,17:10 Lopha bus KBZ919 'Brazuca' that was bad service to Ruiru customers. A request to reduce l~more ⇢ https://t.co/Pln1Xg8AAl via @petegate,0,0,NONE
708653103000621000,3/12/2016 13:57,"16:56 Sightings, Magadi Road in Ongata Rongai.  https://t.co/nsvwEGmznB via @MombasaCGW",-1.330205,36.870268,NONE
708653101662646000,3/12/2016 13:57,16:56 Massive traffic jam every weekend (and some weekdays) at Devki/Mombasa Road Junction. To r~more ⇢ https://t.co/9JJZgNscUD via @mmtisia,-1.298857,36.762126,traffic
708653100798574000,3/12/2016 13:57,16:56 We seriusly need a double carriage on mombasa road at athiriver. The number of trailers is overwhelming. via @Essykings,0,0,NONE
708652262084620000,3/12/2016 13:54,16:53 This is very RISK.. Especially on a highway like Thika road  https://t.co/Wp1rMgoGjQ via @TRENDINGKENYA,0,0,NONE
708651465225535000,3/12/2016 13:50,16:50 #IDontCareEvenIfYou overtake on sharp corners of our Roads . I am not that kind of person via @SirJackOfficial,0,0,NONE
708648653909397000,3/12/2016 13:39,16:39 There's fencing going on fro cabanas 2 taj mall yet some pedestrians are jumping it ins~more ⇢ https://t.co/9PAwjPzbbR via @njuguna254,-1.331118,36.887874,NONE
708648403194880000,3/12/2016 13:38,16:38 Tree felling on Ngong rd. Those trees have been there for years. It's a sad day for me. via @tinamusyimi,0,0,NONE
708647228634570000,3/12/2016 13:33,16:33 VEHICLE BURNING AT ROYSAMBU.  https://t.co/FSqKfjYskB via @mkasha443,-1.218213,36.892995,NONE
708646305493438000,3/12/2016 13:30,16:29 I want to believe that all this tree cutting along Ngong Rd is to pave way for its much a~more ⇢ https://t.co/Z4Yj49f1mi via @mpKenyan,0,0,NONE
708645843943882000,3/12/2016 13:28,16:28 #IDontCareEvenIfYou overspeed ati ndio utabuliwe speed kills via @SimonNgania,0,0,NONE
708645802579591000,3/12/2016 13:28,16:27 I wonder who has right of way between cars and cows on the highway? Grrrr! via @eclectible,0,0,NONE
708643663165829000,3/12/2016 13:19,16:19 Terrible gridlock w road works on #MuhohoAve South C both sides  https://t.co/N1yx9BeSId via @hotshotcreative,0,0,NONE
708638001354506000,3/12/2016 12:57,15:56 Why are trees being cut down along Ngong Road? via @webi_,0,0,NONE
708636532022779000,3/12/2016 12:51,15:51 Pia wase wa nduthi wanafaa kuwa waangalifu !  https://t.co/bd1itpYPSn via @jaykashed,-1.180448,36.939088,NONE
708636322957623000,3/12/2016 12:50,"15:50 FAULTY VEHICLES FROM JAPAN? @PoliceKE @KEBS_ke Check out link
https://t.co/vo85yyDh0E  https://t.co/2UvMxn1IBx via @MombasaCGW",0,0,NONE
708636322055921000,3/12/2016 12:50,"15:50 FAULTY VEHICLES FROM JAPAN? @PoliceKE @KEBS_ke Check out link
https://t.co/vo85yyDh0E  https://t.co/5Sc6x8QKZW via @MombasaCGW",0,0,NONE
708635903091052000,3/12/2016 12:48,15:48 how is the traffic along Devik to Greenpark? via @Snooksbaby19,0,0,NONE
708633932942606000,3/12/2016 12:41,15:40 SIMPLE LOW COST TRAFFIC JAM REDUCTION IN NAIROBI-A CASE STUDY ~more ⇢ https://t.co/ais8ZC6Z6n https://t.co/jzqOAZrvTA via @a4architect,0,0,traffic
708633805834182000,3/12/2016 12:40,15:40 mbagathi road towards KENYATTA bumper to bumper  https://t.co/LEVrxc8WvZ via @ismailfarah58,0,0,traffic
708632170567315000,3/12/2016 12:34,15:33 EVERY ONE PRAY FOR MAMA LUCY KIBAKI..#GET WELL SOON..WE LOVE YOU. via @ezekiel35725230,0,0,NONE
708631960495611000,3/12/2016 12:33,"15:32 why do authorities who have long tyme mapping of roads xtension plans plant trees,~more ⇢ https://t.co/FgzSa8gGOG via @davidwachira209",0,0,NONE
708631792559849000,3/12/2016 12:32,15:32 @county_nairobi speed limits are not gradient specific via @coachyawe,0,0,NONE
708629653427068000,3/12/2016 12:24,15:23 Jam mbaya sana at Devik all the way from Daystar University. via @Brian_Muna,0,0,traffic
708629233900199000,3/12/2016 12:22,"15:22 it's nice expanding Ngong road, but wasn't there any other way except cutting all the~more ⇢ https://t.co/MskhOXfaPn via @Dr_F_Francis",0,0,NONE
708629191755845000,3/12/2016 12:22,"15:21 it's nice expanding Ngong road, but wasn't there any other way except cutting all the~more ⇢ https://t.co/MskhOXfaPn via @Dr_F_Francis",0,0,NONE
708627975353159000,3/12/2016 12:17,"15:17 so sad, trees massacre going on now along Ngong road from Ushumi to Coptic Hospital 😠😠😠  https://t.co/AIpwCvlsIH via @Dr_F_Francis",0,0,NONE
708627472133259000,3/12/2016 12:15,15:15 Incidents of cars burning are on the increase .  https://t.co/fk3Pdqjdff via @jaykashed,-1.249806,36.846795,NONE
708626717296832000,3/12/2016 12:12,15:12 Ngong road expansion project is underway. via @blacqlegend,0,0,NONE
708624506839937000,3/12/2016 12:03,15:03 @sadopi254 Ngong Rd kushikana but inasonga faida kwa muuza miwa. via @litswa,-1.180448,36.939088,NONE
708624075111796000,3/12/2016 12:01,15:01 Outside green park parking lot to athi river  https://t.co/l7DGlWwoBe via @Engineer_James1,0,0,traffic
708623865392422000,3/12/2016 12:01,15:00 More antics  https://t.co/g4w0jy8pHm via @jaykashed,0,0,NONE
708623823080259000,3/12/2016 12:00,15:00 #IDontCareEvenIfYou drive carelessly on thika road Maisha ni yako but chunga usilete maafa via @SimonNgania,0,0,NONE
708623403272392000,3/12/2016 11:59,14:58 Police pale gurunanak just at the tunnel end ... matatu zinadivert ndani ya tunnel.. noma sana!! via @sadopi254,-1.269348,36.83213,NONE
708623320485220000,3/12/2016 11:58,14:58 What's happening on Nyayo Stadium. Lusaka road is jam packed &amp; not moving. via @ChegeDanko,-1.304637,36.826558,traffic
708623193985015000,3/12/2016 11:58,14:58 @jaykashed. You will notice that all the new matts do not have seat belts. Passengers are not keen at using them. via @oakalls,0,0,NONE
708622984424980000,3/12/2016 11:57,14:57 This mat headed to Tala has been stopped in Buru for being on wron~more ⇢ https://t.co/g5p2u7CvDR https://t.co/rrikf5G0EY via @Mukami1,0,0,NONE
708622565317550000,3/12/2016 11:55,14:55  https://t.co/8kBtlCkjja via @princejoelkenya,0,0,NONE
708622564457709000,3/12/2016 11:55,14:55 don't know what we should do about this Kenyatta Market turning of~more ⇢ https://t.co/q0pdNevgKC https://t.co/Q3gbwGbfk8 via @Keeplah,-1.306729,36.803663,NONE
708622522862821000,3/12/2016 11:55,14:55 @KideroEvans RCC is a company needed to be denied contract. Industrial Area over one year they've done nothing. via @ndolomakau12,0,0,NONE
708620886882910000,3/12/2016 11:49,14:48 @KideroEvans how can 1 km of road take 5 years. is there a timeline to complete likoni a~more ⇢ https://t.co/197KKLmDfl via @kevinouma,0,0,NONE
708620257884123000,3/12/2016 11:46,14:46 @KideroEvans is the county government concerned on these cowboy contractors rcc construction via @kevinouma,0,0,NONE
708620089671561000,3/12/2016 11:46,14:45 @ntsa_kenya wondering how this unroadworthy matatu belonging to karagi t sacco on the road  https://t.co/FbbpVx55vT via @jnjui,0,0,NONE
708620048617713000,3/12/2016 11:45,14:45 James Gichuru Rd has become a nightmare on Saturdays @county_nairobi via @bbossoxx,0,0,traffic
708619796040933000,3/12/2016 11:44,"14:44 @KenyaAirports with so much traffic at the new security checking at JKIA, why are there on~more ⇢ https://t.co/0s1OY1jrOK via @Prital1",0,0,NONE
708619629132775000,3/12/2016 11:44,"14:43 Trees cut down along Ngong rd, from Ring Road Kilimani all the way to Ngong Hills Hotel.  https://t.co/oWbXQbo9t7 via @MombasaCGW",-1.299426,36.791944,NONE
708619503001702000,3/12/2016 11:43,14:43 the chinese have taken a month to complete the national park section ofnthe bypass @KideroEvans via @kevinouma,0,0,NONE
708619167214112000,3/12/2016 11:42,14:42 Ngong road cutting of trees road construction but why cut them ?????  https://t.co/enAWYqg9FB via @kigensostenToo,-4.024534,39.719866,NONE
708619042064506000,3/12/2016 11:41,14:41 who gave the tender to this guys rcc construction likoni road has taken 5 years #firerccconstruction via @kevinouma,0,0,NONE
708619041154342000,3/12/2016 11:41,14:41 accident at Hamza outbound btwn 2 personal cars. Single lane blocked. Slight tailback 1440h via @emmwirichia,-1.296938,36.876599,accident
708618831443329000,3/12/2016 11:41,14:40 Traffic heads up: zero traffic jam on Valley Road. #0-100RealQuick via @H_fauz,0,0,traffic
708618622231416000,3/12/2016 11:40,14:39 Accra road is no longer tarmac towards tearoom it's just a gravelled path Smh* via @jacquelke,0,0,NONE
708618118893965000,3/12/2016 11:38,14:37 As the chinese complete southern bypass rcc workers idle away on~more ⇢ https://t.co/k6FTLfn4P9 https://t.co/NVgEPTcyfR via @kevinouma,0,0,NONE
708617824646799000,3/12/2016 11:37,14:36 Project expand ngong road to ease up traffic jam has commenced. #Excited! via @H_fauz,0,0,traffic
708616482331033000,3/12/2016 11:31,14:31 #KAM069K @ntsa_kenya How did this matatu pass road worth test/ins~more ⇢ https://t.co/yDXFh2JdmB https://t.co/PESvzR0mnT via @JPaskton,0,0,NONE
708615727360507000,3/12/2016 11:28,14:28 whats wrong with Thika road? Another car burnt at Roysambu! via @kibuimoses,-1.218213,36.892995,NONE
708614427860271000,3/12/2016 11:23,14:23 how difficult is it to obey yellow boxes in Yaya? Yaani lazima some of you get forced to obey laws. 😔 via @gichy_gooner,-1.292211,36.787249,NONE
708614091707801000,3/12/2016 11:22,"14:21 If Jogoo road traffick doesnt irritate you, you're ready for marriage. via @Shabzzy_",0,0,NONE
708610652646944000,3/12/2016 11:08,14:08 Evidently rules are not for a sizeable number of Kenyans.Messy ri~more ⇢ https://t.co/sZ0xcOwFlk https://t.co/GgQMfdf8mx via @mukwanja,-1.233029,36.87516,NONE
708608052581105000,3/12/2016 10:58,13:57 @county_nairobi why the money minting on a road that decends more so got no stops?  https://t.co/YbnTdu1xjc via @odhiamboq,0,0,NONE
708607255579504000,3/12/2016 10:55,13:54 how's Mombasa road to Athi River via @Argentum49,0,0,NONE
708606625980887000,3/12/2016 10:52,13:52 now these cops at Nyayo stadium roundabout seem not to be using basic modula oblang~more ⇢ https://t.co/EmNjHJsVIT via @kenyanthoughts,-1.2919615,36.8415906,NONE
708605702877491000,3/12/2016 10:48,13:48 @IPSRoadSafety Driver's must obey instructions given byconstruc~more ⇢ https://t.co/IpoTTF5wrf https://t.co/E2Vp9G2SEo via @NjeruMunyi,0,0,NONE
708601089507995000,3/12/2016 10:30,13:30 UPDATE : THIKA ROAD ROYSAMBU BURNING CAR situation under control  https://t.co/yVYcgMSlLs via @MombasaCGW,-1.218213,36.892995,NONE
708600712532373000,3/12/2016 10:29,13:28 something is wrong on #ThikaRd vehicles burn on a stretch on 1km so often via @Itsjason254,0,0,NONE
