id,created,text,lat,long,category,geom
7.08747e+17,3/12/2016 20:10,23:09 @NPSOfficial_KE When you see in Nairobi CBD police officers beating up a tout &amp; tell t~more ⇢ https://t.co/pT0VIOOaoW via @BoniMuthoni,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08746e+17,3/12/2016 20:06,"23:05 Woiiiiii this Dohny roundabout will finish us. On a Saturday night, its still chaos!!!!! via @B4Neemaaisha",-1.2919615,36.841590600000004,NONE,SRID=4326;POINT(-1.2919615 36.8415906)
7.08744e+17,3/12/2016 19:56,"22:56 KAS 845S Mathree....Respect The Lights please ,along Kenyatta avenue via @SamMacoha",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08741e+17,3/12/2016 19:47,22:47 Wen guy tries 2 b romantic &amp; go to passanger side to open the door &amp; u be like ' sija~more ⇢ https://t.co/WXA8G3NRb8 via @MainaKahuthu,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08741e+17,3/12/2016 19:45,22:45 what outering road looks like  https://t.co/oXOcGNKta1 via @KaminoiK,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08741e+17,3/12/2016 19:44,22:44 2220hrs: Police are still engaging innocent youths in running bat~more ⇢ https://t.co/F6Svs3BH7T https://t.co/jmyVs1yk0F via @IkeOjuok,-1.304765,36.856104999999999,NONE,SRID=4326;POINT(-1.304765 36.856105)
7.08739e+17,3/12/2016 19:37,22:36 jam on jogoo road and outering road is a mess.... via @KaminoiK,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08738e+17,3/12/2016 19:36,22:35 jam on jogoo road and offering road is a mess... via @KaminoiK,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08732e+17,3/12/2016 19:10,22:09 what on earth is happening at the railways roundabout? We are Not moving via @faith_nzisa,-1.2919615,36.841590600000004,NONE,SRID=4326;POINT(-1.2919615 36.8415906)
7.0873e+17,3/12/2016 19:03,22:03 Dear @ntsa_kenya Haile selassie is a parking spot. via @DeejayKamjo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0873e+17,3/12/2016 19:02,"22:01 Mukuru residents in running battles with police,South B and roads closed the situation ~more ⇢ https://t.co/gPIcECQGHb via @ekkathenya",-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08727e+17,3/12/2016 18:51,21:50 @crimewatch008 @Maina_Kenneth what is the update about south B? via @rmobisa,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08727e+17,3/12/2016 18:50,21:50 traffic 🚥 ingine along Jogoo Road to Doonholm. via @bizzwizzie,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08727e+17,3/12/2016 18:50,"21:50 #KCA931 Rembo Shuttle would rather hit another vehicle to get passengers first. A reminder, our lives matter via @Mawathe",-1.252148,36.859953000000004,NONE,SRID=4326;POINT(-1.252148 36.859953)
7.08726e+17,3/12/2016 18:48,21:47 #KCA931 Rembo Shuttle those games you play with peoples lives are detrimental to your health. via @Mawathe,-1.252148,36.859953000000004,NONE,SRID=4326;POINT(-1.252148 36.859953)
7.08726e+17,3/12/2016 18:47,21:46 whats going on Muthurwa next to Country bus from town? Traffic can't go through. via @bizzwizzie,-1.285913,36.833337999999998,NONE,SRID=4326;POINT(-1.285913 36.833338)
7.08725e+17,3/12/2016 18:44,21:44 It'll be Sunny tomorrow in Nairobi! With a high of 29Â°C and a low of 14Â°C. #Lindsay via @DrWambua,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08725e+17,3/12/2016 18:44,21:43 The transport sector is like a market place with mad people.https://t.co/14BfcDT1Mv  https://t.co/Xmf5WZd9YH via @george_rama,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08725e+17,3/12/2016 18:43,21:43 Commuters and drivers just stick to Mombasa road...South B is a no go zone via @UnderscoreBrian,-1.37984,36.770278999999995,NONE,SRID=4326;POINT(-1.37984 36.770279)
7.08723e+17,3/12/2016 18:34,"21:33 Be extremely careful in South B. Riots and gunshots, back route to shopping centre, Bad Bad News @crimewatch008 via @Maina_Kenneth",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08721e+17,3/12/2016 18:29,21:28 At Devki. Terrible traffic towards town. Kindly Whats up ahead @NPSOfficial_KE via @OscarKimani,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0872e+17,3/12/2016 18:24,21:23 Coming from #Greenpark-Msa rd and the jam is massive headed to namanga interchange via @chiiramartins,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08717e+17,3/12/2016 18:13,21:12 Terrible traffic inside Thika town. Cars cars everywhere! There's also a police che~more ⇢ https://t.co/1ARiTMY9dK via @MaggietheMezzo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08717e+17,3/12/2016 18:10,21:10 I call all KE #KOT Kindly follow the link. Let us bring the grant home not China #NTVWild @calestous via @ThePigFarmerKE,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08714e+17,3/12/2016 17:58,20:57 It will take you one hour to just cross Msa rd atDevki not counting hours in traffic. via @ckathu,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08714e+17,3/12/2016 17:57,20:56 just overlapped and forced a car to go out of the road &amp; hit ~more ⇢ https://t.co/PRipEU5kQl https://t.co/cbVAtDeUro via @Dr_F_Francis,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08711e+17,3/12/2016 17:47,20:46 @pmmutsau Jam on msa rd to Simba Cement to Devki steel mill. Mad traffic. via @ckathu,-1.448988,36.970337000000001,traffic,SRID=4326;POINT(-1.448988 36.970337)
7.0871e+17,3/12/2016 17:45,20:44 Jam Mombasa road from simba cement to namanga interchange via @pmmutsau,-1.448988,36.970337000000001,traffic,SRID=4326;POINT(-1.448988 36.970337)
7.0871e+17,3/12/2016 17:43,20:42 @PoliceKE @EngBauer Police man Manning Devki junction has denied motorists access to Mombas~more ⇢ https://t.co/KoTpfK9B42 via @ckathu,-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.0871e+17,3/12/2016 17:43,20:42 Solution need to found out cz athiriver junction traffic is becomingcrazy!! via @felix_kisoi,-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.0871e+17,3/12/2016 17:43,"20:42 apart frm corruption leading in the wrld. Kenyan roads are the worst, jst horrible via @kanacess",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08709e+17,3/12/2016 17:40,20:40 Riots in South B as irate residents protests the death of a young woman who was being held at the AP camp in the area via @H_Ojay254,-1.28714,36.95308,NONE,SRID=4326;POINT(-1.28714 36.95308)
7.08709e+17,3/12/2016 17:38,"20:37 hii barabara kutoka rounda ya kariobangi hadi mowlem. Inataka maombi, tht rd is in tatters. Its a dilema using it...woi! via @kanacess",-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08708e+17,3/12/2016 17:35,"20:34 ""Avoid southB shopping centre route into Bellevue, riots from the nearby slum "" via @Tomtechnique",-1.319443,36.837845000000002,NONE,SRID=4326;POINT(-1.319443 36.837845)
7.08708e+17,3/12/2016 17:35,20:34 Thika at standstill on Carissa road. What's happening? via @waithakaadv,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08707e+17,3/12/2016 17:33,20:32 that 'CD' people say it will stop you from being caught speedi~more ⇢ https://t.co/scKe2tNTiZ https://t.co/EUI8aO6Fi7 via @harryruttoh,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08707e+17,3/12/2016 17:32,20:32 Reason nobody has ever been arrested for robbing motorists held up in traffic jams on our roads. via @GMusamali,-1.330205,36.870267999999996,traffic,SRID=4326;POINT(-1.330205 36.870268)
7.08707e+17,3/12/2016 17:32,"20:32 Jam mweda at athi river junction on Mombasa road.,stuck for 30 minutes via @iezrah",-1.298857,36.762126000000002,traffic,SRID=4326;POINT(-1.298857 36.762126)
7.08707e+17,3/12/2016 17:32,20:31 @nbitrafficbot @Klaus254 the bumps before ruiru are causing all that mess via @Kmitchz,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08707e+17,3/12/2016 17:30,20:30 Security cameras in Nairobi are manned by bandits who operate in collusion with bandits who report to chief bandits. via @GMusamali,-1.330205,36.870267999999996,NONE,SRID=4326;POINT(-1.330205 36.870268)
7.08707e+17,3/12/2016 17:30,20:30 traffic galore at Devki Msa rd Athiriver junction. 20 min and counting via @ckathu,-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.08706e+17,3/12/2016 17:28,20:28 what's happening at the service lane just in front of TRM Its a parking lot via @sasha9041,-1.221192,36.889817000000001,NONE,SRID=4326;POINT(-1.221192 36.889817)
7.08706e+17,3/12/2016 17:26,"20:25 Kidero wants Nairobians to feel like they are in Europe, esp London with those yel~more ⇢ https://t.co/qDk9cquOlA via @archangel_blanc",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08705e+17,3/12/2016 17:25,20:24 It's all clear on the Super Highway. Why can't the roads be like this every wkday? via @nancy_adhiambo,,,NONE,SRID=4326;POINT(nan nan)
7.08703e+17,3/12/2016 17:16,20:16 mombasa athi river area is a parking lot. God have mercy via @MuthamaTitus,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08703e+17,3/12/2016 17:15,"20:15 What's happening near Athi River???
Crazy traffic!! @PoliceKE via @EngBauer",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08703e+17,3/12/2016 17:14,20:14 Jam kuingia rongai noma sana via @Antibrown1,-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.087e+17,3/12/2016 17:01,"20:01 I pray oh Nairobians, that our traffic never reaches the chaotic levels I'm witnessing in K'la. Very poor driving habits via @fndaga",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08699e+17,3/12/2016 17:01,20:00 super highway jammed by folks getting back 2 nrb stretching btwn gwa kairo and ruiru via @mseenoma,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08699e+17,3/12/2016 17:01,20:00 roguedrivers  https://t.co/YJ7Ar4NleH via @vokeyz,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08699e+17,3/12/2016 17:01,20:00 chokea-block describes Msa-Road from Belle Vue headed into town! via @ThornMulli,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08699e+17,3/12/2016 17:00,20:00 chokea-block describes M-Road from Belle Vue headed into town! via @ThornMulli,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08698e+17,3/12/2016 16:54,"19:54 accident on thika rd towards town just before eastern bypass, use service lane frm zetech via @Klaus254",-1.249806,36.846795,accident,SRID=4326;POINT(-1.249806 36.846795)
7.08697e+17,3/12/2016 16:52,19:51 Aboard City to city n I'm loving it...makongeni- katitu not giving way to overlapppers~more ⇢ https://t.co/yKvRWPI0RT via @nakshmrembo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08697e+17,3/12/2016 16:51,19:50 @MakANGamadRE makes one wonder how old Kencom house is @HistoryKe via @orokobernards,-1.285552,36.824971000000005,NONE,SRID=4326;POINT(-1.285552 36.824971)
7.08696e+17,3/12/2016 16:47,19:46 kawangware rd needs reconstruction ^Mp Simba Arati..jam naivasha rd via kawangware via @Abubhakari,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08695e+17,3/12/2016 16:41,"19:41 Thika road from Zetech ruiru towards town iko nini uko mbele, theres mad traffic via @Klaus254",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08692e+17,3/12/2016 16:33,"19:32 Awesome "" 19:26 ... 1979: Kencom stage, Nairobi. via @HistoryKe""  https://t.co/Ler5DUYcSU via @MakANGamadRE",-1.285552,36.824971000000005,NONE,SRID=4326;POINT(-1.285552 36.824971)
7.08692e+17,3/12/2016 16:32,19:31 how is the traffic situation at Machakos turnoff now? via @MuthamaTitus,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08691e+17,3/12/2016 16:27,19:27 @MainawaMaina these trucks tho  https://t.co/TwESqJO0hc via @kuregarega,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08691e+17,3/12/2016 16:26,19:25 Waiyaki way Westlands all clear towards town via @nancy_adhiambo,,,NONE,SRID=4326;POINT(nan nan)
7.08689e+17,3/12/2016 16:19,19:18 Local residents at Mukuru slum currently demonstrating along Dunga Road next to Mater Hospital. via @ekkathenya,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08688e+17,3/12/2016 16:17,19:17 Arwing kodhek towards valley arcade moving swiftly #ProjectX via @Abubhakari,-1.289948,36.769517999999998,NONE,SRID=4326;POINT(-1.289948 36.769518)
7.08687e+17,3/12/2016 16:13,19:12 situation choke a block both sides of the divide.  https://t.co/82K5uw0Wa2 via @FrankKabogo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08687e+17,3/12/2016 16:11,19:11 Arwings kodhek moving slowly slowly #ProjectX via @Abubhakari,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08686e+17,3/12/2016 16:09,19:09 Bumper to bumper  https://t.co/rqJgqLxx2j via @itsrigan,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08686e+17,3/12/2016 16:08,19:08 kaa una kuja ronga enda kanisa ama kwa bar jam niki bao  https://t.co/MA6b5L5bg5 via @itsrigan,-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.08686e+17,3/12/2016 16:07,19:06 #whyfeministbutnotchauvinist Ngong road #kot via @accesscelebrit,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08686e+17,3/12/2016 16:06,19:06 what's up with traffic in athi river near KMC? We have been at~more ⇢ https://t.co/keCWqP21ee https://t.co/MHXAYCpTT3 via @FrankKabogo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08685e+17,3/12/2016 16:04,19:04 Meanwhile  https://t.co/VvpOkyLYQj via @MainawaMaina,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08685e+17,3/12/2016 16:03,"19:03 My eyes have witnessed a drunk guy. Staggering to open his car, getting in a drive to the road. Lord protect us. via @bikers254",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08684e+17,3/12/2016 16:00,19:00 Who is cutting down the beautiful trees on Ngong Road? @KideroEvans @WALTERMONGARE?  https://t.co/2HWi5XTa67 via @Hersun10,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08684e+17,3/12/2016 16:00,19:00 Hey brothers for onather mother : jam kiboa mombasa road ! Mulolongo athi~river ni kunoma plz jipage via @makau600,-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.08683e+17,3/12/2016 15:57,"18:56 Based with the Status of Taj mall being on Road reserve, if it will be pulled down,Will ~more ⇢ https://t.co/Hh2p5fw4b9 via @SamMacoha",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08678e+17,3/12/2016 15:34,"18:34 @kideroevans,@TransportKE,as a langata rd user,kwanini Sunshine sec schl,hawana parkin~more ⇢ https://t.co/B7vkgzQPvt via @nairobilord",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08676e+17,3/12/2016 15:27,18:26 a worker hit under transami footbridge. Jam already pilling on southern bypass via @jack33809528,-1.325562,36.897277000000003,traffic,SRID=4326;POINT(-1.325562 36.897277)
7.08675e+17,3/12/2016 15:26,18:25 @Essykings Note that traffic on either side at Devki Junction is brought about by a give way crisis via @mmtisia,-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.08675e+17,3/12/2016 15:25,18:25 Eastern bypass leo.... Salale. Jam packed from Thika Road all the way via @Were_KO,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08674e+17,3/12/2016 15:22,"18:21 some crazy guys in a mat ""pitsubishi"" on ngong rd. Apparently they think they own the road. via @collins_mugo",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08674e+17,3/12/2016 15:21,18:21 @Essykings My take is that diverting Athi River traffic to Namanga Rd will ease traffic ex~more ⇢ https://t.co/mOeVkwUF1x via @mmtisia,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08674e+17,3/12/2016 15:20,18:19 protests in south b over the killing of a lady  https://t.co/vXJvfvfPYT via @DSajidi,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08672e+17,3/12/2016 15:13,"18:12 Mombasa road outbound hakuna jam, at Nyayo round about small traffic as head to Nai, but moving. via @ShaddyElinga",-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.08672e+17,3/12/2016 15:12,18:12 Seen on Kenyatta Ave. We complained about Ghana with typo errors. What happened to auto-correct  https://t.co/DdGHm5NvRl via @AntonnyK,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08672e+17,3/12/2016 15:12,"18:11 a while back inquired from @ntsa_kenya a ""hotline"" phone namba or alternative contact to~more ⇢ https://t.co/OP2i7WsTEp via @MLAnyanda",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08666e+17,3/12/2016 14:48,17:48 some of these ummoinner Kayole and Komarock matatu's proving @ntsa_kenya's impotence by retaining noisy exhausts.... via @MLAnyanda,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08666e+17,3/12/2016 14:48,"17:47 Langata road mambo ni swagi ni kuteremka kama ugali na mrenda, jamless via @ShaddyElinga",-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.08665e+17,3/12/2016 14:44,17:44 A matatu KCG 448P belonging to #Ummoinner being driven carelessly on Jogoo Road . @ntsa_kenya. via @Asamoh_,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08665e+17,3/12/2016 14:43,"17:42 athi river ni kubaya,what's not happening?  https://t.co/H9T5U2LNh9 via @onyixfredrick",-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08664e+17,3/12/2016 14:39,17:39 Accident at Westlands roundabout. Police on scene. Traffic moving slowly  https://t.co/1ayR0OnX7J via @mkaloki,-1.2647841,36.801817399999997,accident,SRID=4326;POINT(-1.2647841 36.8018174)
7.08663e+17,3/12/2016 14:36,"17:36 NTSA are not playing today on Thika road today.
You better behave. via @Czaer_",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08662e+17,3/12/2016 14:32,17:31 @ntsa_kenya Who told this matatus that we need them to provide us with music????? via @Kim_Mbugua,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0866e+17,3/12/2016 14:24,17:24 The trees on Ngong road opposite Coptic Hospital have been cut down! via @Trysh11,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08659e+17,3/12/2016 14:21,17:21 #IDontCareEvenIfYou get stuck in the jam for Hours in Mombasa Road via @SirJackOfficial,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08658e+17,3/12/2016 14:18,17:17 Are guys headed or are already at #ProjectX ? CBD haina watu. Some streets are barely empty via @CHR_FredWambua,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08658e+17,3/12/2016 14:17,17:17 Athi river to Nrb is a nightmare.  https://t.co/laQc8SXb3J via @PeterWachira,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08658e+17,3/12/2016 14:17,17:16 Mbagathi way to T-mall crazy  https://t.co/p2tWuZ55tN via @loice_ako,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08657e+17,3/12/2016 14:14,17:13 @magnateventure1 can u guys fix ths? At msa rd near belleview @kenyapower0  https://t.co/MAXnuB5UxL via @danpetlev1,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08657e+17,3/12/2016 14:11,17:11 Kudos to pple of Githurai!! @ntsa_kenya your either doing nothing or need to do more.  https://t.co/UoLCRsP1Bi via @KateNdungu,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08657e+17,3/12/2016 14:11,17:11 Mombasa road getting to Athi River!  https://t.co/FB5V2tkXvG via @AEMuhindi,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08656e+17,3/12/2016 14:10,17:10 Lopha bus KBZ919 'Brazuca' that was bad service to Ruiru customers. A request to reduce l~more ⇢ https://t.co/Pln1Xg8AAl via @petegate,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08653e+17,3/12/2016 13:57,"16:56 Sightings, Magadi Road in Ongata Rongai.  https://t.co/nsvwEGmznB via @MombasaCGW",-1.330205,36.870267999999996,NONE,SRID=4326;POINT(-1.330205 36.870268)
7.08653e+17,3/12/2016 13:57,16:56 Massive traffic jam every weekend (and some weekdays) at Devki/Mombasa Road Junction. To r~more ⇢ https://t.co/9JJZgNscUD via @mmtisia,-1.298857,36.762126000000002,traffic,SRID=4326;POINT(-1.298857 36.762126)
7.08653e+17,3/12/2016 13:57,16:56 We seriusly need a double carriage on mombasa road at athiriver. The number of trailers is overwhelming. via @Essykings,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08652e+17,3/12/2016 13:54,16:53 This is very RISK.. Especially on a highway like Thika road  https://t.co/Wp1rMgoGjQ via @TRENDINGKENYA,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08651e+17,3/12/2016 13:50,16:50 #IDontCareEvenIfYou overtake on sharp corners of our Roads . I am not that kind of person via @SirJackOfficial,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08649e+17,3/12/2016 13:39,16:39 There's fencing going on fro cabanas 2 taj mall yet some pedestrians are jumping it ins~more ⇢ https://t.co/9PAwjPzbbR via @njuguna254,-1.331118,36.887873999999996,NONE,SRID=4326;POINT(-1.331118 36.887874)
7.08648e+17,3/12/2016 13:38,16:38 Tree felling on Ngong rd. Those trees have been there for years. It's a sad day for me. via @tinamusyimi,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08647e+17,3/12/2016 13:33,16:33 VEHICLE BURNING AT ROYSAMBU.  https://t.co/FSqKfjYskB via @mkasha443,-1.218213,36.892994999999999,NONE,SRID=4326;POINT(-1.218213 36.892995)
7.08646e+17,3/12/2016 13:30,16:29 I want to believe that all this tree cutting along Ngong Rd is to pave way for its much a~more ⇢ https://t.co/Z4Yj49f1mi via @mpKenyan,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08646e+17,3/12/2016 13:28,16:28 #IDontCareEvenIfYou overspeed ati ndio utabuliwe speed kills via @SimonNgania,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08646e+17,3/12/2016 13:28,16:27 I wonder who has right of way between cars and cows on the highway? Grrrr! via @eclectible,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08644e+17,3/12/2016 13:19,16:19 Terrible gridlock w road works on #MuhohoAve South C both sides  https://t.co/N1yx9BeSId via @hotshotcreative,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08638e+17,3/12/2016 12:57,15:56 Why are trees being cut down along Ngong Road? via @webi_,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08637e+17,3/12/2016 12:51,15:51 Pia wase wa nduthi wanafaa kuwa waangalifu !  https://t.co/bd1itpYPSn via @jaykashed,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08636e+17,3/12/2016 12:50,"15:50 FAULTY VEHICLES FROM JAPAN? @PoliceKE @KEBS_ke Check out link
https://t.co/vo85yyDh0E  https://t.co/2UvMxn1IBx via @MombasaCGW",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08636e+17,3/12/2016 12:50,"15:50 FAULTY VEHICLES FROM JAPAN? @PoliceKE @KEBS_ke Check out link
https://t.co/vo85yyDh0E  https://t.co/5Sc6x8QKZW via @MombasaCGW",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08636e+17,3/12/2016 12:48,15:48 how is the traffic along Devik to Greenpark? via @Snooksbaby19,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08634e+17,3/12/2016 12:41,15:40 SIMPLE LOW COST TRAFFIC JAM REDUCTION IN NAIROBI-A CASE STUDY ~more ⇢ https://t.co/ais8ZC6Z6n https://t.co/jzqOAZrvTA via @a4architect,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08634e+17,3/12/2016 12:40,15:40 mbagathi road towards KENYATTA bumper to bumper  https://t.co/LEVrxc8WvZ via @ismailfarah58,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08632e+17,3/12/2016 12:34,15:33 EVERY ONE PRAY FOR MAMA LUCY KIBAKI..#GET WELL SOON..WE LOVE YOU. via @ezekiel35725230,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08632e+17,3/12/2016 12:33,"15:32 why do authorities who have long tyme mapping of roads xtension plans plant trees,~more ⇢ https://t.co/FgzSa8gGOG via @davidwachira209",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08632e+17,3/12/2016 12:32,15:32 @county_nairobi speed limits are not gradient specific via @coachyawe,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0863e+17,3/12/2016 12:24,15:23 Jam mbaya sana at Devik all the way from Daystar University. via @Brian_Muna,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
